Country,Product,URI,UPC,EAN,ISRC,Track name,Artist name,Composer name,Album name,Quantity,Label,Payable invoice,Invoice currency,Payable EUR,Payable USD
ZA,A,spotify:track:3oe1O4LiIrC4uMUbBjMRGm,612292253448,,USDCH1036761,Annapurna Stotram,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.000206,EUR,0.000,0.000
TR,FAM6,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000525,EUR,0.001,0.001
ES,A,spotify:track:0M8czKUnpZXsf43BEtpi6q,644824510019,,USDCH1037146,Dhanvantari Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,5,The Art Of Living,0.001068,EUR,0.001,0.001
GB,A,spotify:track:7ITuIMgkLLpnOfC454mVkp,612292244101,,USDCH1032128,He Govind He Gopal,Nirmalya Roy,N/A,Sublime Bhajans Vol 6,3,Ariha Audio,0.004803,GBP,0.006,0.007
FR,A,spotify:track:1tXZquODwLYK3OuPxRDEJV,630808420160,,USDCH1041449,Khaab,"Flint J, Arbaz Khan",N/A,Khaab,6,Beyond Records,0.00225,EUR,0.002,0.003
TW,P,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,6,The Art of living,0.014701,EUR,0.015,0.017
IN,A,spotify:track:43fNnWjfbhEtitOIFbdQa2,612292253240,,USDCH1036430,Ab Rona Hi Padega,Aditi Raj,N/A,Bewafai Hits 5,8,Sai Recordds Entertainment,0.000547,USD,0.000,0.001
US,DUO,spotify:track:7JqhvC6eZkXuwXgUSHAgtQ,711099368321,,INS641200543,Krishna Kanha,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.004287,USD,0.004,0.004
BG,FAM6,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.002734,EUR,0.003,0.003
DK,FAM6,spotify:track:3FdbCFDPC1aM1NMVXfotOJ,709586781524,,USDCH1024450,Sarvesham Svastir Bhavatu,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,2,Ariha Audio,0.006658,EUR,0.007,0.008
GT,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,7,The Art of living,0.000552,USD,0.000,0.001
OM,P,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,4,The Art Of Living,0.01236,USD,0.011,0.012
ES,FAM6,spotify:track:52pycvAG8v1RM25OvPdk1u,612292244118,,USDCH1032133,Gaiye Ganapati Jagvandan,Trisha Parui,N/A,Sublime Bhajans Vol 7,3,Ariha Audio,0.00655,EUR,0.007,0.008
AR,DUO,spotify:track:6TspKBPvfaNei31ZubcbRs,644824510019,,USDCH1037147,Maha Mrityunjaya Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,5,The Art Of Living,0.005571,EUR,0.006,0.007
PH,P,spotify:track:4LFyWIPtdQc07c3w08VnSR,612292243876,,USDCH1032009,GOVINDA KRISHNA HARI OM,Trisha Parui,N/A,Transcendental,1,Ariha Audio,0.001326,EUR,0.001,0.002
ES,FAM6,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.002183,EUR,0.002,0.003
CO,FAM6,spotify:track:0M8czKUnpZXsf43BEtpi6q,644824510019,,USDCH1037146,Dhanvantari Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,3,The Art Of Living,0.001999,EUR,0.002,0.002
MY,A,spotify:track:2FfOLylDItU78meqKAHqja,711099369571,,INS641200575,Guru Om Guru,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.000093,EUR,0.000,0.000
SG,A,spotify:track:1E4nMwhsQbCB96N7m4Gc2X,612292244118,,USDCH1032136,Hare Krishna Hare Rama,Arijit Chakraborty,N/A,Sublime Bhajans Vol 7,2,Ariha Audio,0.000652,EUR,0.001,0.001
GB,P,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,5,The Art of living,0.028392,GBP,0.033,0.039
AU,P,spotify:track:0gcXzscWf33kHOZMQqJIj3,711099369373,,INS641200993,Bolo Bolo,Vikram Hazra,N/A,Amrit,2,The Art of living,0.008345,EUR,0.008,0.010
IN,A,spotify:track:4sARbPRquU7YoQf40GloEu,644824516400,,USDCH1039851,Ban,"Aryan Khan, Qandeel Baloch",N/A,Ban,28,Beyond Records,0.001914,USD,0.002,0.002
IN,FAM6,spotify:track:5ILFHZDfO09qwMo4aHnhE6,700621800033,,USDCH1016036,Dhamal Sanedo,Rajendra Pala,N/A,Sanedo sanedo Lal Lal DJ Dhamal,20,Rajmudra Productions,0.011147,USD,0.009,0.011
GB,TRIAL-3M,spotify:track:10T3vrD0tiImenrX3XmiqA,644824513454,,USDCH1039357,Meri Jaan Ruth Kar,Rishabh Tiwari,N/A,Bewafai Hits 10,2,Sai Recordds Entertainment,0.004,GBP,0.005,0.006
PT,P,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,7,The Art Of Living,0.023976,EUR,0.024,0.028
PT,FAM6,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,10,The Art of living,0.017565,EUR,0.018,0.021
ZA,A,spotify:track:3HDFiegNWDKE3OvQgL73R3,612292253448,,USDCH1036767,Maha Ganapathim Manasa,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.000206,EUR,0.000,0.000
AU,PDS,spotify:track:4NMhbrcRodBr0WUYtI9tdQ,630808420252,,USDCH1041491,Anhar Ka Ke Ghar Tu Sataiba Rat Bhar,"Khesari Lal Yadav, Honey B",N/A,Ek Saazish Jaal,107,Enterr10 Music Bhojpuri,0.182799,EUR,0.183,0.215
RU,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,5,The Art Of Living,0.000153,EUR,0.000,0.000
TR,A,spotify:track:74vpZhnOlLVbJl5ZGmDVld,644824516424,,USDCH1039853,Choothi,"Waqar Ex, Bilal Saeed",N/A,Choothi,1,Beyond Records,0.000038,EUR,0.000,0.000
IN,P,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,3058,The Art of living,3.417147,USD,2.904,3.417
AU,A,spotify:track:0M8SbeFoW6hCFMlfwI1qwa,711099369632,,INS641200272,Har Dev Dev Har Mahadev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,4,The Art Of Living,0.006449,EUR,0.006,0.008
GB,FAM6,spotify:track:2q77KfIRxNxlSUtY79JjXa,644824510019,,USDCH1037149,Navagraha Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,15,The Art Of Living,0.050083,GBP,0.059,0.069
AU,TRIAL-3M,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,3,The Art Of Living,0.004366,EUR,0.004,0.005
SG,A,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,2,The Art Of Living,0.000652,EUR,0.001,0.001
CL,FAM6,spotify:track:3NTSyO6oG1EhjY69oQt38t,711099369571,,INS641200596,Gopala Gopala,Dr. Manikantam,N/A,Best Of Dr. Manikantam,2,The Art Of Living,0.001937,EUR,0.002,0.002
BR,A,spotify:track:4zUsdc5ORTEJknvAdJwLlH,630808420283,,USDCH1041684,Laga Ke Vaseline,"Khesari Lal Yadav, Priyanka Singh",N/A,Mehandi Laga Ke Rakhna 3,1,Enterr10 Music Bhojpuri,0.000146,EUR,0.000,0.000
LK,A,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,3,The Art Of Living,0.000729,EUR,0.001,0.001
NL,P,spotify:track:6vVDXzloxPh5i6LllhvEE6,711099362503,,USDCH1500001,Neray Aah,Mathira,N/A,Neray Aah,3,Beyond Records,0.015885,EUR,0.016,0.019
CA,FAM6,spotify:track:3MOTQaDNoT3Xyw1ulmAU2B,700621800088,,USDCH1016446,Ek Pankhi Avine Udi Gayu,Jaydeep Swadiya,N/A,Tari Bhakti No Sathwaro,1,Rajmudra Productions,0.001896,EUR,0.002,0.002
SA,WINBACKMY21,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,2,The Art of living,0.00367,EUR,0.004,0.004
LK,PDIB,spotify:track:2FfOLylDItU78meqKAHqja,711099369571,,INS641200575,Guru Om Guru,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.00155,EUR,0.002,0.002
GB,A,spotify:track:1FmLaprGd3WbbgF56ZFV5j,711099369748,,INS641200959,Guru Bin,Gayatri Ashokan,N/A,Best Of Gayatri Ashokan,1,The Art Of Living,0.001601,GBP,0.002,0.002
NL,PDIB,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,1,Most Wanted Records - A division of Sippy Media LLP,0.007365,EUR,0.007,0.009
PK,DUO,spotify:track:5MBS0vCgI3uBjLnHNpxI09,700621799337,,USDCH1014739,Jhootha,Mathira,N/A,Jhootha,1,Beyond Records,0.001041,EUR,0.001,0.001
SA,PDLS12,spotify:track:51xRr0hvvBpyljgvNfXkH9,630808427039,,USDCH1043567,METER DOWN,"7Bantai'Z, Kaam Bhaari",N/A,METER DOWN,1,Most Wanted Records - A Division of Sippy Media LLP,0.002124,EUR,0.002,0.002
ES,A,spotify:track:74vpZhnOlLVbJl5ZGmDVld,644824516424,,USDCH1039853,Choothi,"Waqar Ex, Bilal Saeed",N/A,Choothi,1,Beyond Records,0.000214,EUR,0.000,0.000
IN,DUO,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,2,The Art Of Living,0.001946,USD,0.002,0.002
US,FAM6,spotify:track:1ZOVTvoKY1T9XjHMZp7FBu,700621799795,,USDCH1015180,Atalu To Apaje,Kishore Manraja,N/A,He Karunana Karnara,1,Rajmudra Productions,0.002872,USD,0.002,0.003
UY,FAM6,spotify:track:7mqmKmSEPPcCzxbix2NbvD,711099369229,,INS641201966,Adi Shankara And The Revival Of Knowledge,Sri Sri Ravi Shankar,N/A,Avataar,1,The Art of living,0.001905,USD,0.002,0.002
IN,A,spotify:track:5ZosbVTKDTc1Rs61eLpvKD,612292246464,,USDCH1033512,Tadap Ae Ishq Ki,Aditya Raja,N/A,Khoon Ke Aansu,1,Sai Recordds Entertainment,0.000068,USD,0.000,0.000
GB,FAM6,spotify:track:7A18bpVnEB5OwN430L80Gn,700621799818,,USDCH1015238,Bhakti Ki Hai Raat,Rajesh Bisen,N/A,Sathvaro Sacha Devno,5,Rajmudra Productions,0.016694,GBP,0.020,0.023
PT,A,spotify:track:62wDq4t8xD98Ljxu3YayOw,644824510248,,USDCH1037291,Introduction,Swami Purnachaitanya,N/A,Suktanjali,3,The Art of living,0.000287,EUR,0.000,0.000
NL,PDIB,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,5,The Art of living,0.036824,EUR,0.037,0.043
AE,A,spotify:track:73bpsmjnNktlcigbBmIDLt,711099369373,,INS641200834,Jaya Durge Laxmi,Vikram Hazra,N/A,Amrit,5,The Art of living,0.000296,EUR,0.000,0.000
US,P,spotify:track:7Cxcs5TSOclcil5wvwLe1S,630808420269,,USDCH1041507,Sajna Sajni,"Sanjeev Singh, Priyanka Singh",N/A,Ichchhadhari Naag,3,Enterr10 Music Bhojpuri,0.016367,USD,0.014,0.016
ID,A,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,10,Ariha Audio,0.000483,EUR,0.000,0.001
PK,A,spotify:track:5GCTfeT5SDBcgiKn8Fo2bQ,644824516752,,USDCH1039992,Bewafai - Zohaib Amjad ft. Dr Zeus,"Zohaib Amjad, Dr Zeus",N/A,Bewafai (Zohaib Amjad),49,Beyond Records,0.010217,EUR,0.010,0.012
PK,TRIAL-3M,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.000544,EUR,0.001,0.001
AU,FAM6,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,67,The Art of living,0.138631,EUR,0.139,0.163
IN,A,spotify:track:3LAiS1HT7E50OCDgJkd2Y4,612292253448,,USDCH1036765,Hey Bajrang Bali Hanuman,Dipjoy Sircar,N/A,Sublime Bhajans Vol - 9,18,Ariha Audio,0.001231,USD,0.001,0.001
AR,FAM6,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,69,The Art Of Living,0.049293,EUR,0.049,0.058
CR,A,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.000599,USD,0.001,0.001
NL,PDIB,spotify:track:08VxBS6zD92So1489aFbyz,644824510477,,INS641201239,Narayana Hari Om,Amol Sende,N/A,Vasudevaya,1,The Art Of Living,0.007365,EUR,0.007,0.009
CH,P,spotify:track:5nbhap9zImbcVjAy367C7m,711099368321,,INS641200547,Krishnam Vande,Sachin Limaye,N/A,Best Of Sachin Limaye,4,The Art Of Living,0.026532,EUR,0.027,0.031
IN,TRIAL-6M,spotify:track:0o2QrISBpiRfnBdDzcY7P0,612292246655,,USDCH1033646,Hanuman Mantra,Disha Roy,N/A,Sublime Bhajans Vol - 8,1,Ariha Audio,0.000824,USD,0.001,0.001
MU,A,spotify:track:6Vm8aIqUG8Klk2IWJ1E1RK,644824510248,,USDCH1037293,Bhagya Suktam,Swami Purnachaitanya,N/A,Suktanjali,2,The Art of living,0,USD,0.000,0.000
GR,A,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.000044,EUR,0.000,0.000
SE,A,spotify:track:1s8yTFmHbJr4VeniPd06jW,644824516417,,USDCH1039852,Beparwah,"Naseebo Lal, Aryan Khan, Billy",N/A,Beparwah,7,Beyond Records,0.005452,EUR,0.005,0.006
FR,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,9,The Art of living,0.003375,EUR,0.003,0.004
SG,P,spotify:track:1E4nMwhsQbCB96N7m4Gc2X,612292244118,,USDCH1032136,Hare Krishna Hare Rama,Arijit Chakraborty,N/A,Sublime Bhajans Vol 7,10,Ariha Audio,0.036202,EUR,0.036,0.043
AU,DUO,spotify:track:5bCPr4XoKnZm3CC2tgm0Oy,644824510187,,USDCH1037254,Pisces,Horsepowar,N/A,Pisces,2,Horsepowar Records Inc,0.006758,EUR,0.007,0.008
ES,FAM6,spotify:track:3e0daWq4Pp1kzpjzK5M17K,612292243876,,USDCH1032015,SARVA MANGAL MANGALYA,Minakshi Majumdar,N/A,Transcendental,1,Ariha Audio,0.002183,EUR,0.002,0.003
FR,P,spotify:track:5nbhap9zImbcVjAy367C7m,711099368321,,INS641200547,Krishnam Vande,Sachin Limaye,N/A,Best Of Sachin Limaye,2,The Art Of Living,0.009811,EUR,0.010,0.012
BY,DUO,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,6,The Art Of Living,0.010989,USD,0.009,0.011
IN,FAM6,spotify:track:2KLgqSMxYvOyeVRAOV6gcd,612292244040,,USDCH1032100,Yaa Devi Sarva Bhuteshu,Nirmalya Roy,N/A,Sublime Bhajans Vol. 4,1,Ariha Audio,0.000557,USD,0.000,0.001
NZ,FAM6,spotify:track:3DlNSeX2zzaZNxJdQcZEVz,644824510248,,USDCH1037292,Ganesha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.002322,EUR,0.002,0.003
NL,FAM6,spotify:track:7JqhvC6eZkXuwXgUSHAgtQ,711099368321,,INS641200543,Krishna Kanha,Sachin Limaye,N/A,Best Of Sachin Limaye,2,The Art Of Living,0.005117,EUR,0.005,0.006
NL,FAM6,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,24,The Art Of Living,0.061399,EUR,0.061,0.072
AE,A,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,4,The Art Of Living,0.000237,EUR,0.000,0.000
CA,FAM6,spotify:track:1ss14aSFgdzL93eXDcYuzU,710825994407,,USDCH1025834,Om Namoh Shivay,"Arijit Chakraborty, Partha Pratim Pal, Pabitra Das",Dalia Bhattacharya,Sublime Bhajans Vol - 3,4,Ariha Audio,0.007584,EUR,0.008,0.009
FR,FAM6,spotify:track:7oXdFQ3L8TSNlRU5QZULsH,644824510248,,USDCH1037299,Ganapati Atharvashirsham,Swami Purnachaitanya,N/A,Suktanjali,3,The Art of living,0.007845,EUR,0.008,0.009
IN,P,spotify:track:6MLJl7OrwwryAKkrIIR2pY,644824510477,,INS641201241,Hari Rama Rama,Amol Sende,N/A,Vasudevaya,3,The Art Of Living,0.003352,USD,0.003,0.003
PH,P,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.002653,EUR,0.003,0.003
EC,P,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.003097,USD,0.003,0.003
SE,FAM6,spotify:track:12tqRkXn3OJI9TY1TtqejS,700621799870,,USDCH1015532,Tu Tyagi Che Hu Raagi Chu,Vipul Chheda,N/A,Bhakt Tu Maro Jawab Sambhali Le,1,Rajmudra Productions,0.003506,EUR,0.004,0.004
CO,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,1,The Art of living,0.000142,EUR,0.000,0.000
AR,FAM6,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.000714,EUR,0.001,0.001
AE,A,spotify:track:5TLEdZP9fRXfIVVIaoPPrb,711099368758,,INS641200508,Madhava Madhusudana,Srinivas,N/A,Achutam,1,The Art of living,0.000059,EUR,0.000,0.000
CA,PDS,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,4,The Art Of Living,0.006287,EUR,0.006,0.007
AE,A,spotify:track:60z6Zx6nV33H0egxcXaWuz,710825995046,,USDCH1025930,Laiha Bagaliya Se Dawaiya,"Khesari Lal Yadav, Priyanka Singh",N/A,Aatankwaadi,1,Enterr10 Music Bhojpuri,0.000059,EUR,0.000,0.000
ES,A,spotify:track:09YGkdDp0MmkHDbeQzxGvL,700621800842,,INC291300395,Hogi Subaah,Underground Authority,N/A,You Authority,15,Crescendo Music,0.003203,EUR,0.003,0.004
GB,DUO,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.009898,GBP,0.012,0.014
SE,DUO,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.009909,EUR,0.010,0.012
NZ,A,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000506,EUR,0.001,0.001
GB,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,130,The Art Of Living,0.208122,GBP,0.244,0.287
US,FAM6,spotify:track:7nRZi7QOR0FoyumzIuiivz,612292244118,,USDCH1032142,Shree Ram Jai Jai Ram Jai Jai Ram,Trisha Parui,N/A,Sublime Bhajans Vol 7,6,Ariha Audio,0.017235,USD,0.015,0.017
RU,TRIAL-6M,spotify:track:73bpsmjnNktlcigbBmIDLt,711099369373,,INS641200834,Jaya Durge Laxmi,Vikram Hazra,N/A,Amrit,2,The Art of living,0.001219,EUR,0.001,0.001
US,A,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,68,The Art Of Living,0.253291,USD,0.215,0.253
IN,A,spotify:track:4hh1JkJhc7cUjTfxAZWUN7,711099367775,,USDCH1021540,Tum Susuk Susuk Ke Roi Thi,Anshu Ashiq,N/A,Holi Me Dubale Mehraru,3,Star Films,0.000205,USD,0.000,0.000
IN,A,spotify:track:5UQJ98bNsgnglI0XMupvcU,700621799948,,USDCH1015671,Prathna Batrisi,Induben Dhanak,N/A,Jain Stotra Sangrah,1,Rajmudra Productions,0.000068,USD,0.000,0.000
DE,FAM6,spotify:track:1WK7Ehf8n6vAvWq1cz4jFA,612292243876,,USDCH1032008,GOVINDA HARI GOPALA,"Trisha Parui, Nirmalya Roy, Minakshi Majumdar","Trisha Parui, Minakshi Majumdar",Transcendental,2,Ariha Audio,0.004593,EUR,0.005,0.005
SG,FAM6,spotify:track:0gcXzscWf33kHOZMQqJIj3,711099369373,,INS641200993,Bolo Bolo,Vikram Hazra,N/A,Amrit,4,The Art of living,0.00637,EUR,0.006,0.007
IN,DUO,spotify:track:0LPte0E2NgMLkdBXHh3g2D,711099368321,,INS641201156,Hamain Raston Ki,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.000973,USD,0.001,0.001
US,FAM6,spotify:track:1GQLotFuVztwl7Ev91Ugxc,644824517872,,USDCH1040602,Biyahwa Ke Baad Milega,"Khesari Lal Yadav, Honey B",N/A,Bhag Khesari Bhag,13,Enterr10 Music Bhojpuri,0.037342,USD,0.032,0.037
IN,A,spotify:track:5KcaH6V5s3PHtrGRVM5gw1,644824518206,,INS641202132,Ganesh Sharanam,Vishwa Mohan Bhatt,N/A,Ananta,2,The Art Of Living,0.000137,USD,0.000,0.000
SA,A,spotify:track:0PWo0FZUVrk0O0GZA7aGDn,710825994988,,USDCH1025890,Chamkelu Seesha Jaisan,Pawan Singh,N/A,Saiyaan Superstar,8,Enterr10 Music Bhojpuri,0.000525,EUR,0.001,0.001
CA,FAM6,spotify:track:1yYS7IUAUrIlPMxyjBodYS,711099369281,,INS641201219,Ambe Ma,Chitra Roy,N/A,Best Of Chitra Roy,10,The Art Of Living,0.018959,EUR,0.019,0.022
IL,P,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,4,The Art of living,0.015687,EUR,0.016,0.018
IL,A,spotify:track:42EHrjFtoTjRtRLSBtT8CU,644824510484,,INS641201249,Radhe,Gayatri Ashokan,N/A,Vishuddhi,1,The Art Of Living,0.000269,EUR,0.000,0.000
AU,A,spotify:track:0PWo0FZUVrk0O0GZA7aGDn,710825994988,,USDCH1025890,Chamkelu Seesha Jaisan,Pawan Singh,N/A,Saiyaan Superstar,2,Enterr10 Music Bhojpuri,0.003224,EUR,0.003,0.004
SG,P,spotify:track:0ko5Wca04RwePJPjBkczHV,711099370058,,INS641200061,balagopala,Gayatri Ashokan,N/A,Anahata,2,The Art of living,0.00724,EUR,0.007,0.009
BR,P,spotify:track:5iS5YsHyTBIC8EMUtzGtgD,644824510019,,USDCH1037151,Om Namo Bhagavate Vasudevaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,4,The Art Of Living,0.009041,EUR,0.009,0.011
IN,P,spotify:track:05pv0lVGPI6NpLzrMZZKKV,644824510477,,INS641201236,Govind Damodar,Amol Sende,N/A,Vasudevaya,4,The Art Of Living,0.00447,USD,0.004,0.004
BD,A,spotify:track:7BKfNjMqLGMu4nD1uPUGOI,630808420337,,USDCH1041549,Hamra Se Dher Angreji,"Arvind Akela Kallu Ji, Kalpana",N/A,Raj Tilak,5,Enterr10 Music Bhojpuri,0.000926,EUR,0.001,0.001
CR,FAM6,spotify:track:6TspKBPvfaNei31ZubcbRs,644824510019,,USDCH1037147,Maha Mrityunjaya Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.001673,USD,0.001,0.002
MY,A,spotify:track:7mHt1oXSyFttqqqUEpRLJR,612292244118,,USDCH1032134,Ganesha Pancharatnam,Minakshi Majumdar,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.000093,EUR,0.000,0.000
IN,PDLS12,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,13,The Art Of Living,0.012047,USD,0.010,0.012
TH,PDIB,spotify:track:7kpjW52x2xJfxYLO3nsuJr,630808428951,,USDCH1043944,Fashion Killa,Superdoc,Arbaz Khan,Fashion Killa.wav,15,Beyond Records,0.025435,EUR,0.025,0.030
HK,P,spotify:track:74vpZhnOlLVbJl5ZGmDVld,644824516424,,USDCH1039853,Choothi,"Waqar Ex, Bilal Saeed",N/A,Choothi,1,Beyond Records,0.003874,EUR,0.004,0.005
FR,A,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,5,The Art of living,0.001875,EUR,0.002,0.002
AU,FAM6,spotify:track:7JqhvC6eZkXuwXgUSHAgtQ,711099368321,,INS641200543,Krishna Kanha,Sachin Limaye,N/A,Best Of Sachin Limaye,3,The Art Of Living,0.006207,EUR,0.006,0.007
