Country,Product,URI,UPC,EAN,ISRC,Track name,Artist name,Composer name,Album name,Quantity,Label,Payable invoice,Invoice currency,Payable EUR,Payable USD
IN,A,spotify:track:7x0yv1TVwKHAjlcO1vUfT0,710825995046,,USDCH1025935,Bullet Par Betha Phan Ke,Khesari Lal Yadav,N/A,Aatankwaadi,62,Enterr10 Music Bhojpuri,0.004239,USD,0.004,0.004
IN,A,spotify:track:5t6cvc6pnlkferbjKNqxD6,612292246655,,USDCH1033644,Gopal Sahasranaam,Trisha Parui,N/A,Sublime Bhajans Vol - 8,4,Ariha Audio,0.000273,USD,0.000,0.000
PY,FAM6,spotify:track:7dzOLxBEC0u2DRY2VToNA2,644824510309,,INS641202198,Devi Bhuvaneshwari,Dr. Manikantan,N/A,Bhavanjali,1,The Art Of Living,0.001368,USD,0.001,0.001
SA,A,spotify:track:1f6yJtksRFyOo0Ke5dQZe1,630808420269,,USDCH1041506,Paniya Ke Dhaar,"Rakesh Mishra, Prianka Singh",N/A,Ichchhadhari Naag,24,Enterr10 Music Bhojpuri,0.001574,EUR,0.002,0.002
NL,A,spotify:track:4MsGlWPvEn64uJc48JGjdw,644824516486,,USDCH1039859,Rab Diyan Rab Jaane,"Rahat Fateh Ali Khan, Akriti Kakkar",N/A,Rab Diyan Rab Jaane,1,Beyond Records,0.000792,EUR,0.001,0.001
IN,PDS,spotify:track:06bs36AhMc16CoAcTEDPNY,630808420283,,USDCH1041682,Dil Ke Kewadi,Khesari Lal Yadav,N/A,Mehandi Laga Ke Rakhna 3,1,Enterr10 Music Bhojpuri,0.000487,USD,0.000,0.000
AE,FAM6,spotify:track:1WK7Ehf8n6vAvWq1cz4jFA,612292243876,,USDCH1032008,GOVINDA HARI GOPALA,"Trisha Parui, Nirmalya Roy, Minakshi Majumdar","Trisha Parui, Minakshi Majumdar",Transcendental,1,Ariha Audio,0.001621,EUR,0.002,0.002
CA,A,spotify:track:28SDCuHIswa4BIjTlkTZfo,612292243876,,USDCH1032012,KRISHNA KANHA,Minakshi Majumdar,N/A,Transcendental,9,Ariha Audio,0.018661,EUR,0.019,0.022
FR,P,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,2,The Art of living,0.009811,EUR,0.010,0.012
UY,P,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.008726,USD,0.007,0.009
BR,FAM6,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,3,The Art of living,0.003565,EUR,0.004,0.004
PL,P,spotify:track:3oDS0kw7QCmBWQU4P23e3y,630808419713,,USDCH1041269,Ganesh Mantra,Lakshay Shikhar,N/A,Sacred Mantras Bhajans - Vol. 2,1,Mobile Media,0.002241,EUR,0.002,0.003
MY,FAM6,spotify:track:2VdSu3Mbye5Lgg1Z5QpG0n,709586781524,,USDCH1024447,Aarti Kunj Bihari Ki,Trisha Parui,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.000731,EUR,0.001,0.001
FJ,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,1,The Art of living,0,USD,0.000,0.000
IN,FAM6,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,246,The Art Of Living,0.137111,USD,0.117,0.137
SG,FAM6,spotify:track:7vipeweWRrzVaNnJV1cpIL,612292244385,,USDCH1032301,Mujhe Chhod Ke Akele Mera Yaar Jaa Raha Hai,Aaradhya Sharma,N/A,Marke Bhi Tujhko Chahungi,1,Sai Recordds Entertainment,0.001593,EUR,0.002,0.002
GB,P,spotify:track:1nzXFlUVP2qDAImYPhRMYm,700621799788,,USDCH1015164,Duha Chand,Suresh Rawal,N/A,Aandhdi Maano Kaagad,1,Rajmudra Productions,0.005678,GBP,0.007,0.008
IN,A,spotify:track:5f0ccYAQf6DcqT5T2FvO5R,710825995046,,USDCH1025933,Dada Re Dada Gada Ke Rui,Indu Sonali,N/A,Aatankwaadi,30,Enterr10 Music Bhojpuri,0.002051,USD,0.002,0.002
CA,FAM6,spotify:track:6fwYpsH295SxyoQvmRA6cv,700621799375,,USDCH1014743,Yaad Anah,Bohemia,N/A,Yaad Anah,9,Desi Hip Hop Publishing Company,0.017063,EUR,0.017,0.020
CA,A,spotify:track:6TagK3GjsxrAWlV8eISZrS,612292244101,,USDCH1032130,Shiva Stotram,Arijit Chakraborty,N/A,Sublime Bhajans Vol 6,2,Ariha Audio,0.004147,EUR,0.004,0.005
BR,P,spotify:track:7uVXSocrQGOh31c0YVEOiP,711099370171,,INS641201106,Tumase Ho Jori,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.006781,EUR,0.007,0.008
GB,P,spotify:track:5GCTfeT5SDBcgiKn8Fo2bQ,644824516752,,USDCH1039992,Bewafai - Zohaib Amjad ft. Dr Zeus,"Zohaib Amjad, Dr Zeus",N/A,Bewafai (Zohaib Amjad),88,Beyond Records,0.499699,GBP,0.586,0.689
GT,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,9,The Art Of Living,0.00071,USD,0.001,0.001
MY,FAM6,spotify:track:2ZXZINZ0e32SybWLhLKLwN,711099369373,,INS641200831,Durge Nandani,Vikram Hazra,N/A,Amrit,4,The Art of living,0.002926,EUR,0.003,0.003
CA,P,spotify:track:6hdwT1ervIITLxDILMkBUI,711099369632,,INS641200259,Shambho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.007207,EUR,0.007,0.008
TR,A,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,7,The Art Of Living,0.000268,EUR,0.000,0.000
IN,A,spotify:track:4fdtbjfJYVwLarhtX3LTtt,612292244118,,USDCH1032138,Mantra Pushpanjali,Trisha Parui,N/A,Sublime Bhajans Vol 7,94,Ariha Audio,0.006427,USD,0.005,0.006
UY,A,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.000103,USD,0.000,0.000
AU,TRIAL-3M,spotify:track:3vNXe4zdmp1qF4To4e4THC,711099369571,,INS641200598,Krishnam Vande,Dr. Manikantam,N/A,Best Of Dr. Manikantam,2,The Art Of Living,0.00291,EUR,0.003,0.003
CA,FAM6,spotify:track:4LfPCVGLePtrXPdMzigz8E,711099368321,,INS641200382,Govinda Govinda Gopala,Sachin Limaye,N/A,Best Of Sachin Limaye,16,The Art Of Living,0.030334,EUR,0.030,0.036
SG,P,spotify:track:2FxmjlTrCKpFGb2qb6tCcg,612292253448,,USDCH1036762,Durga Chalisa,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.00362,EUR,0.004,0.004
VN,PDLS12,spotify:track:2KLgqSMxYvOyeVRAOV6gcd,612292244040,,USDCH1032100,Yaa Devi Sarva Bhuteshu,Nirmalya Roy,N/A,Sublime Bhajans Vol. 4,1,Ariha Audio,0.001142,EUR,0.001,0.001
MY,P,spotify:track:6PVceNxDCQUlanzH1f1vgm,612292243876,,USDCH1032017,SRI KRISHNA GOVINDA OM NAMOH VASUDEVAYA,Trisha Parui,N/A,Transcendental,1,Ariha Audio,0.002052,EUR,0.002,0.002
CA,FAM6,spotify:track:5RoinRF9zwAhxz4ICMuwIr,889845948018,,USDCH1043569,Mapul,"Dopeadelicz, Sean John, Stew B",N/A,MapulZ,2,Most Wanted Records - A division of Sippy Media LLP,0.003792,EUR,0.004,0.004
SE,FAM6,spotify:track:5iS5YsHyTBIC8EMUtzGtgD,644824510019,,USDCH1037151,Om Namo Bhagavate Vasudevaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.007011,EUR,0.007,0.008
ZA,A,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000206,EUR,0.000,0.000
US,A,spotify:track:4kcViLRFIfR5rouCQ3ne83,644824516578,,USDCH1039874,Hookah,"Shar. S, Ravi RBS",N/A,Hookah,5,Beyond Records,0.018624,USD,0.016,0.019
NL,P,spotify:track:7rNL7x0qKNIdaAGltdrv7p,630808427060,,USDCH1043577,Line of Descent,Mario Grigorov,N/A,Line of Descent (Original Motion Picture Soundtrack),1,The Field LLC,0.005295,EUR,0.005,0.006
IN,A,spotify:track:59TTJ0SK7Ms4WM1su7hD9r,644824516530,,USDCH1039864,Peshawar Zalmi,"Arbaz Khan, Zohaib Amjad",N/A,Peshawar Zalmi,16,Beyond Records,0.001094,USD,0.001,0.001
LK,FAM6,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.002112,EUR,0.002,0.002
RU,A,spotify:track:6Vm8aIqUG8Klk2IWJ1E1RK,644824510248,,USDCH1037293,Bhagya Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000031,EUR,0.000,0.000
BD,A,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,4,The Art of living,0.000741,EUR,0.001,0.001
CO,FAM6,spotify:track:6TspKBPvfaNei31ZubcbRs,644824510019,,USDCH1037147,Maha Mrityunjaya Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000666,EUR,0.001,0.001
CO,FAM6,spotify:track:3DlNSeX2zzaZNxJdQcZEVz,644824510248,,USDCH1037292,Ganesha Suktam,Swami Purnachaitanya,N/A,Suktanjali,11,The Art of living,0.007329,EUR,0.007,0.009
IN,A,spotify:track:4U7asyMpaVSi4W8sMKGYmN,700621800088,,USDCH1016440,Tara Vina Natha Mane Ekldu Lage,Baby Forum,N/A,Tari Bhakti No Sathwaro,3,Rajmudra Productions,0.000205,USD,0.000,0.000
AE,A,spotify:track:4NMhbrcRodBr0WUYtI9tdQ,630808420252,,USDCH1041491,Anhar Ka Ke Ghar Tu Sataiba Rat Bhar,"Khesari Lal Yadav, Honey B",N/A,Ek Saazish Jaal,1,Enterr10 Music Bhojpuri,0.000059,EUR,0.000,0.000
FJ,A,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,3,Ariha Audio,0,USD,0.000,0.000
CO,P,spotify:track:6r6qkMad8SfBj3E6S0dreW,711099369229,,INS641201866,Krishna The Absolute Joy,Sri Sri Ravi Shankar,N/A,Avataar,1,The Art of living,0.001487,EUR,0.001,0.002
MY,A,spotify:track:1yOhgI68MMaDvS8qQMMxEJ,644824510309,,INS641202200,Madhava Mohana,Dr. Manikantan,N/A,Bhavanjali,2,The Art Of Living,0.000187,EUR,0.000,0.000
US,PDS,spotify:track:3frdJIwMzB76xltP3bPtd8,644824517612,,USDCH1040541,Vachaspati,"Amaan Ali Bangash, Ayaan Ali Bangash",N/A,New Delhi - A Journey,1,Hotel Leelaventure Limited,0.002167,USD,0.002,0.002
ID,FAM6,spotify:track:19ZFh6XKmACdmufaHDhhrU,644824510248,,USDCH1037304,Medha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000544,EUR,0.001,0.001
AU,DUO,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,6,Ariha Audio,0.020275,EUR,0.020,0.024
FR,P,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.004905,EUR,0.005,0.006
BR,FAM6,spotify:track:3DlNSeX2zzaZNxJdQcZEVz,644824510248,,USDCH1037292,Ganesha Suktam,Swami Purnachaitanya,N/A,Suktanjali,8,The Art of living,0.009505,EUR,0.010,0.011
AU,A,spotify:track:5sCkzFVc190z1rCa6RMpfP,644824517872,,USDCH1040603,Ka Se Kamaayib,"Khesari Lal Yadav, Priyanka Maurya",N/A,Bhag Khesari Bhag,5,Enterr10 Music Bhojpuri,0.008061,EUR,0.008,0.009
IN,A,spotify:track:3Y6IjjcYIkBwaQHUjk2WVs,612292246457,,USDCH1033441,Main Teri Zindagi Se Chala Jaunga,Sumit Baba,N/A,Bewafai Hits 4,2,Sai Recordds Entertainment,0.000137,USD,0.000,0.000
LT,A,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000201,EUR,0.000,0.000
IN,DUO,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,135,Ariha Audio,0.131328,USD,0.112,0.131
LV,WINBACKMY21,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,3,The Art Of Living,0.00541,EUR,0.005,0.006
AU,TRIAL-3M,spotify:track:2LNBXvtYYL2GsBEkRcRU9B,710825995015,,USDCH1025915,Fasari Laga Leb,"Khesari Lal Yadav, Priyanka Singh",N/A,Hum Hain Hindustani,1,Enterr10 Music Bhojpuri,0.001455,EUR,0.001,0.002
BR,PDS,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,3,Ariha Audio,0.003031,EUR,0.003,0.004
DE,P,spotify:track:1tXZquODwLYK3OuPxRDEJV,630808420160,,USDCH1041449,Khaab,"Flint J, Arbaz Khan",N/A,Khaab,13,Beyond Records,0.061191,EUR,0.061,0.072
US,FAM6,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,126,The Art Of Living,0.361929,USD,0.308,0.362
GB,P,spotify:track:311Bn4gJWkVoCdZ72YRG7m,630808419713,,USDCH1041272,Jag Me Sundar,Ankita Bramhe,N/A,Sacred Mantras Bhajans - Vol. 2,1,Mobile Media,0.005678,GBP,0.007,0.008
CA,A,spotify:track:2VdSu3Mbye5Lgg1Z5QpG0n,709586781524,,USDCH1024447,Aarti Kunj Bihari Ki,Trisha Parui,N/A,Sublime Bhajans Vol - 2,24,Ariha Audio,0.049763,EUR,0.050,0.059
US,FAM6,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,130,Ariha Audio,0.373418,USD,0.317,0.373
US,WINBACKMY21,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,4,The Art of living,0.014156,USD,0.012,0.014
AU,P,spotify:track:4WcpLzfwxPcDFIhRuOvJuz,700621800842,,INC291300394,Microphone,Underground Authority,N/A,You Authority,1,Crescendo Music,0.004173,EUR,0.004,0.005
RU,P,spotify:track:0VIJg6EhLmBP50xgpauoNx,711099369809,,INS641200014,Jay Jay Ram Krishna Hari,"Shri. Tukaram Powar, Shri. Rajesh Datar, Shri. Kedar Pandit, Chorus",N/A,Abhangnaad,1,The Art Of Living,0.0009,EUR,0.001,0.001
MY,P,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,18,Ariha Audio,0.036934,EUR,0.037,0.043
NZ,P,spotify:track:7tSYx4r6RLeS4dq0Y53oAu,889845948018,,USDCH1043572,Mumbai City,"Dopeadelicz, DJ Uri, Captain Fuse",N/A,MapulZ,5,Most Wanted Records - A division of Sippy Media LLP,0.023802,EUR,0.024,0.028
BR,A,spotify:track:3FdbCFDPC1aM1NMVXfotOJ,709586781524,,USDCH1024450,Sarvesham Svastir Bhavatu,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.000146,EUR,0.000,0.000
SA,A,spotify:track:0XRlYxjtkLXrDrzLEFVRNb,644824517902,,USDCH1040626,Sajan Kari Kawan Jatan,"Alka Jha, Chhote Baba",N/A,Vivah,2,Enterr10 Music Bhojpuri,0.000131,EUR,0.000,0.000
MX,P,spotify:track:2h74VRHlXdDWZ7wANk9WI3,711099369632,,INS641200270,Buddham Sharanam Gacchami,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.00203,EUR,0.002,0.002
DE,PDIB,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,3,The Art Of Living,0.011961,EUR,0.012,0.014
DE,PDS,spotify:track:5YrmNa8Ifdhxa6jhvAJg30,711099360974,,USDCH1016737,Jaane Khuda,Zohaib Amjad,N/A,Jaane Khuda,9,Beyond Records,0.018958,EUR,0.019,0.022
DE,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,9,The Art of living,0.010107,EUR,0.010,0.012
MY,FAM6,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,1,Most Wanted Records - A division of Sippy Media LLP,0.000731,EUR,0.001,0.001
IN,P,spotify:track:3e0daWq4Pp1kzpjzK5M17K,612292243876,,USDCH1032015,SARVA MANGAL MANGALYA,Minakshi Majumdar,N/A,Transcendental,1,Ariha Audio,0.001117,USD,0.001,0.001
US,P,spotify:track:3BdxH0xhRUJW4gZZgiN639,700621800033,,USDCH1016056,Mataji Mo Sanedo,Rajendra Pala,N/A,Sanedo sanedo Lal Lal DJ Dhamal,1,Rajmudra Productions,0.005456,USD,0.005,0.005
GB,P,spotify:track:6mn3fm0qkoCyRu3XWPuytp,644824510019,,USDCH1037148,Mantra Kavacham - Introduction,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.005678,GBP,0.007,0.008
AU,FAM6,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,16,The Art Of Living,0.033106,EUR,0.033,0.039
MZ,A,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.000012,USD,0.000,0.000
SG,A,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000326,EUR,0.000,0.000
BR,DUO,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,11,The Art Of Living,0.01977,EUR,0.020,0.023
IN,PDS,spotify:track:6mmxFlHSUVgfkMTcwN7RyH,612292241094,,USDCH1032116,Bhail Man Jogiya,Alok Kumar,N/A,Mehandi Lagake Rakhna 2,1,Enterr10 Music Bhojpuri,0.000487,USD,0.000,0.000
PE,FAM6,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,11,The Art Of Living,0.01103,EUR,0.011,0.013
US,PDS,spotify:track:5cvwWXSNPdOOxWlsilA4ZG,612292246655,,USDCH1033651,Maha Mritunjaya Mantra,Trisha Parui,N/A,Sublime Bhajans Vol - 8,6,Ariha Audio,0.013001,USD,0.011,0.013
CL,FAM6,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,2,The Art Of Living,0.001937,EUR,0.002,0.002
GB,P,spotify:track:2SjvGvVCv7SZrIdcIt5ifV,711099370058,,INS641200065,krishna govinda,Gayatri Ashokan,N/A,Anahata,5,The Art of living,0.028392,GBP,0.033,0.039
GB,DUO,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,3,The Art Of Living,0.014847,GBP,0.017,0.020
MY,FAM6,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,33,Ariha Audio,0.024138,EUR,0.024,0.028
IN,A,spotify:track:2o8HuKn17RnsL1mymw4yIQ,644824518138,,USDCH1040639,Duniya Me Sabke Se Pyara,"Pawan Singh, Indu Sonali",N/A,Tabadla,34,Enterr10 Music Bhojpuri,0.002325,USD,0.002,0.002
ZW,A,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,7,Ariha Audio,0.000024,USD,0.000,0.000
PT,DUO,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,2,The Art of living,0.005838,EUR,0.006,0.007
IN,A,spotify:track:2hiXN3lCn16Kvu8iztqcbp,630808420320,,USDCH1041539,Bindiya Tohar Baate chaina Churable,"Mohan Rathod, Rini Chandra",N/A,Premi Autowala,6,Enterr10 Music Bhojpuri,0.00041,USD,0.000,0.000
ZM,A,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0,USD,0.000,0.000
IN,P,spotify:track:7nRZi7QOR0FoyumzIuiivz,612292244118,,USDCH1032142,Shree Ram Jai Jai Ram Jai Jai Ram,Trisha Parui,N/A,Sublime Bhajans Vol 7,3,Ariha Audio,0.003352,USD,0.003,0.003
ZA,A,spotify:track:2zQ2FvwMzwkEZeYcfoFtNb,711099368758,,INS641200265,Jai Jai Krishna Krishna Hare,Sahil Jagtiani,N/A,Achutam,1,The Art of living,0.000206,EUR,0.000,0.000
IN,A,spotify:track:0bgzP4ubR8cL1DKEPnsqfJ,644824519425,,USDCH1040658,Jine Na Degi Mujhe Teri Judai,Khushbu Mishra,N/A,Bewafai Hits 15,14,Sai Recordds Entertainment,0.000957,USD,0.001,0.001
IN,A,spotify:track:74LQrRjISdxBjWuIDBP7s2,711099369045,,INS641201626,Vasudhaiva Kutumbakam (The Islanders Mix),Sahil Jagtiani,N/A,A Better World,4,The Art Of Living,0.000273,USD,0.000,0.000
IN,A,spotify:track:4aXnNcDKOpgIRuxxALIg4z,644824517278,,USDCH1040343,Fir Wo Bewafa Mujhe Yaad,Priyanka Maurya,N/A,Bewafai Hits 12,2,Sai Recordds Entertainment,0.000137,USD,0.000,0.000
GB,PDIB,spotify:track:1s8yTFmHbJr4VeniPd06jW,644824516417,,USDCH1039852,Beparwah,"Naseebo Lal, Aryan Khan, Billy",N/A,Beparwah,18,Beyond Records,0.097317,GBP,0.114,0.134
CA,TRIAL-3M,spotify:track:6Vm8aIqUG8Klk2IWJ1E1RK,644824510248,,USDCH1037293,Bhagya Suktam,Swami Purnachaitanya,N/A,Suktanjali,7,The Art of living,0.010022,EUR,0.010,0.012
MY,A,spotify:track:7nC5GHFZ9YyM82vjlMau8q,711099363173,,USDCH1018483,Badi Garmi Jatlas Dehiya Me,Chandan,N/A,Docterwa Lagawata,1,Kundan Films,0.000093,EUR,0.000,0.000
NL,PDIB,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,2,Ariha Audio,0.014729,EUR,0.015,0.017
CA,FAM6,spotify:track:3vNXe4zdmp1qF4To4e4THC,711099369571,,INS641200598,Krishnam Vande,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.001896,EUR,0.002,0.002
AR,FAM6,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,11,The Art Of Living,0.007858,EUR,0.008,0.009
ID,PDIB,spotify:track:7dzOLxBEC0u2DRY2VToNA2,644824510309,,INS641202198,Devi Bhuvaneshwari,Dr. Manikantan,N/A,Bhavanjali,4,The Art Of Living,0.002962,EUR,0.003,0.003
CO,DUO,spotify:track:1iO5MPHW32Dh92LdCo7fSO,612292244118,,USDCH1032139,Nainam Chindanti,Minakshi Majumdar,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.001288,EUR,0.001,0.002
MX,PDS,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,6,The Art Of Living,0.005207,EUR,0.005,0.006
EC,A,spotify:track:19ZFh6XKmACdmufaHDhhrU,644824510248,,USDCH1037304,Medha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000109,USD,0.000,0.000
NL,P,spotify:track:36sk1Z7IwVPphg9L0hFcEE,644824510248,,USDCH1037303,Shraddha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.005295,EUR,0.005,0.006
US,PDS,spotify:track:5wdNS7rm6ZOxJyxKj7Bgvy,644824517612,,USDCH1040547,Shree,"Amaan Ali Bangash, Ayaan Ali Bangash",N/A,New Delhi - A Journey,1,Hotel Leelaventure Limited,0.002167,USD,0.002,0.002
NL,P,spotify:track:73bpsmjnNktlcigbBmIDLt,711099369373,,INS641200834,Jaya Durge Laxmi,Vikram Hazra,N/A,Amrit,2,The Art of living,0.01059,EUR,0.011,0.012
CA,P,spotify:track:2FR9sRndvI2raZ07duGEaH,644824510248,,USDCH1037302,Samnyasa Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.003603,EUR,0.004,0.004
CA,FAM6,spotify:track:7BKfNjMqLGMu4nD1uPUGOI,630808420337,,USDCH1041549,Hamra Se Dher Angreji,"Arvind Akela Kallu Ji, Kalpana",N/A,Raj Tilak,3,Enterr10 Music Bhojpuri,0.005688,EUR,0.006,0.007
AE,WINBACKMY21,spotify:track:2nzdKqDcYioVEczdQ4nKBe,630808420306,,USDCH1041530,Rani Koin Khani Badu Tu Ta Patar Na,"Pradeep Pandey Chintu, Priyanka Singh",N/A,Laila Majnu,1,Enterr10 Music Bhojpuri,0.001848,EUR,0.002,0.002
DE,P,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,20,The Art of living,0.09414,EUR,0.094,0.111
